query_id,query,agent,retriever,recall@5,mrr@5,ndcg@5
q11,O que propõe a habilidade EF67LP01 sobre o uso de hiperlinks e escrita na web?,FusionAgent,DenseRetriever,0.2857142857142857,1.0,0.8033774097761917
q11,O que propõe a habilidade EF67LP01 sobre o uso de hiperlinks e escrita na web?,StandardAgent,BM25Retriever,0.21428571428571427,1.0,0.8183348189876488
q11,O que propõe a habilidade EF67LP01 sobre o uso de hiperlinks e escrita na web?,FusionAgent,BM25Retriever,0.14285714285714285,1.0,0.7428223494387413
q11,O que propõe a habilidade EF67LP01 sobre o uso de hiperlinks e escrita na web?,StandardAgent,Hybrid,0.21428571428571427,1.0,0.7708445927560627
q11,O que propõe a habilidade EF67LP01 sobre o uso de hiperlinks e escrita na web?,FusionAgent,Hybrid,0.21428571428571427,1.0,0.7753551664588703
q12,Explique o pensamento computacional e como trabalhá-lo sem o uso de tecnologias digitais.,StandardAgent,DenseRetriever,0.06666666666666667,1.0,0.33916020527361607
q12,Explique o pensamento computacional e como trabalhá-lo sem o uso de tecnologias digitais.,FusionAgent,DenseRetriever,0.13333333333333333,1.0,0.5087403079104241
q12,Explique o pensamento computacional e como trabalhá-lo sem o uso de tecnologias digitais.,StandardAgent,BM25Retriever,0.2,1.0,0.3835663673713356
q12,Explique o pensamento computacional e como trabalhá-lo sem o uso de tecnologias digitais.,FusionAgent,BM25Retriever,0.3333333333333333,1.0,0.543765634986343
q12,Explique o pensamento computacional e como trabalhá-lo sem o uso de tecnologias digitais.,StandardAgent,Hybrid,0.2,1.0,0.45917841013269406
q12,Explique o pensamento computacional e como trabalhá-lo sem o uso de tecnologias digitais.,FusionAgent,Hybrid,0.2,1.0,0.4670156610640613
q13,Quais são as competências relacionadas ao ensino de evolução biológica no Ensino Fundamental?,StandardAgent,DenseRetriever,0.13333333333333333,1.0,0.2277297191409033
q13,Quais são as competências relacionadas ao ensino de evolução biológica no Ensino Fundamental?,FusionAgent,DenseRetriever,0.2,1.0,0.5077306364606781
q13,Quais são as competências relacionadas ao ensino de evolução biológica no Ensino Fundamental?,StandardAgent,BM25Retriever,0.3333333333333333,1.0,0.9496583536340616
q13,Quais são as competências relacionadas ao ensino de evolução biológica no Ensino Fundamental?,FusionAgent,BM25Retriever,0.3333333333333333,1.0,0.9496583536340616
q13,Quais são as competências relacionadas ao ensino de evolução biológica no Ensino Fundamental?,StandardAgent,Hybrid,0.26666666666666666,1.0,0.8818571603245895
q13,Quais são as competências relacionadas ao ensino de evolução biológica no Ensino Fundamental?,FusionAgent,Hybrid,0.2,1.0,0.8404208004991284
q14,Como as Progressões Aritméticas e Geométricas são associadas a funções no Ensino Médio?,StandardAgent,DenseRetriever,0.2,1.0,0.24673081505260927
q14,Como as Progressões Aritméticas e Geométricas são associadas a funções no Ensino Médio?,FusionAgent,DenseRetriever,0.13333333333333333,1.0,0.09759845106038711
q14,Como as Progressões Aritméticas e Geométricas são associadas a funções no Ensino Médio?,StandardAgent,BM25Retriever,0.13333333333333333,1.0,0.7428223494387413
q14,Como as Progressões Aritméticas e Geométricas são associadas a funções no Ensino Médio?,FusionAgent,BM25Retriever,0.13333333333333333,1.0,0.7428223494387413
q14,Como as Progressões Aritméticas e Geométricas são associadas a funções no Ensino Médio?,StandardAgent,Hybrid,0.2,0.5,0.5160514313983131
q14,Como as Progressões Aritméticas e Geométricas são associadas a funções no Ensino Médio?,FusionAgent,Hybrid,0.26666666666666666,1.0,0.8005259896418395
q15,Quais habilidades tratam da construção de um hexágono regular com régua e compasso?,StandardAgent,DenseRetriever,0.3333333333333333,1.0,0.6445815692497701
q15,Quais habilidades tratam da construção de um hexágono regular com régua e compasso?,FusionAgent,DenseRetriever,0.3333333333333333,1.0,0.6709587617916872
q15,Quais habilidades tratam da construção de um hexágono regular com régua e compasso?,StandardAgent,BM25Retriever,0.3333333333333333,1.0,0.7885664228048384
q15,Quais habilidades tratam da construção de um hexágono regular com régua e compasso?,FusionAgent,BM25Retriever,0.3333333333333333,1.0,0.8023389570436322
q15,Quais habilidades tratam da construção de um hexágono regular com régua e compasso?,StandardAgent,Hybrid,0.3333333333333333,1.0,0.7256326497107308
q15,Quais habilidades tratam da construção de um hexágono regular com régua e compasso?,FusionAgent,Hybrid,0.3333333333333333,1.0,0.8023389570436322
q16,"Como a BNCC conecta a ideia de frações, decimais e a reta numérica?",StandardAgent,DenseRetriever,0.3333333333333333,1.0,0.5092595013431674
q16,"Como a BNCC conecta a ideia de frações, decimais e a reta numérica?",FusionAgent,DenseRetriever,0.26666666666666666,1.0,0.4893748726670106
q16,"Como a BNCC conecta a ideia de frações, decimais e a reta numérica?",StandardAgent,BM25Retriever,0.13333333333333333,1.0,0.5589219751750013
q16,"Como a BNCC conecta a ideia de frações, decimais e a reta numérica?",FusionAgent,BM25Retriever,0.13333333333333333,1.0,0.4698320653781655
q16,"Como a BNCC conecta a ideia de frações, decimais e a reta numérica?",StandardAgent,Hybrid,0.2,1.0,0.5863758665064474
q16,"Como a BNCC conecta a ideia de frações, decimais e a reta numérica?",FusionAgent,Hybrid,0.2,1.0,0.5637616065399987
q17,Quais competências asseguram o respeito e a valorização das culturas indígenas?,StandardAgent,DenseRetriever,0.2,1.0,0.7928781422424532
q17,Quais competências asseguram o respeito e a valorização das culturas indígenas?,FusionAgent,DenseRetriever,0.2,1.0,0.7928781422424532
q17,Quais competências asseguram o respeito e a valorização das culturas indígenas?,StandardAgent,BM25Retriever,0.13333333333333333,0.5,0.4444040677614153
q17,Quais competências asseguram o respeito e a valorização das culturas indígenas?,FusionAgent,BM25Retriever,0.13333333333333333,1.0,0.3341302910032583
q17,Quais competências asseguram o respeito e a valorização das culturas indígenas?,StandardAgent,Hybrid,0.13333333333333333,1.0,0.6617166443621376
q17,Quais competências asseguram o respeito e a valorização das culturas indígenas?,FusionAgent,Hybrid,0.26666666666666666,1.0,0.9096516677181246
q18,Quais os objetivos da habilidade EF04CI01 sobre cadeias alimentares?,StandardAgent,DenseRetriever,0.6666666666666666,1.0,0.9072836011519267
q18,Quais os objetivos da habilidade EF04CI01 sobre cadeias alimentares?,FusionAgent,DenseRetriever,0.6666666666666666,1.0,0.9072836011519267
q18,Quais os objetivos da habilidade EF04CI01 sobre cadeias alimentares?,StandardAgent,BM25Retriever,0.6666666666666666,1.0,0.9072836011519267
q18,Quais os objetivos da habilidade EF04CI01 sobre cadeias alimentares?,FusionAgent,BM25Retriever,0.6666666666666666,1.0,0.9072836011519267
q18,Quais os objetivos da habilidade EF04CI01 sobre cadeias alimentares?,StandardAgent,Hybrid,0.6666666666666666,1.0,0.9072836011519267
q18,Quais os objetivos da habilidade EF04CI01 sobre cadeias alimentares?,FusionAgent,Hybrid,0.6666666666666666,1.0,0.9072836011519267
q19,Como a BNCC discute a ética e a cidadania digital para jovens do Ensino Médio?,StandardAgent,DenseRetriever,0.26666666666666666,1.0,0.5982555997830009
q19,Como a BNCC discute a ética e a cidadania digital para jovens do Ensino Médio?,FusionAgent,DenseRetriever,0.26666666666666666,1.0,0.571830406589205
q19,Como a BNCC discute a ética e a cidadania digital para jovens do Ensino Médio?,StandardAgent,BM25Retriever,0.13333333333333333,0.25,0.3113960153762917
q19,Como a BNCC discute a ética e a cidadania digital para jovens do Ensino Médio?,FusionAgent,BM25Retriever,0.2,0.5,0.36470854883165826
q19,Como a BNCC discute a ética e a cidadania digital para jovens do Ensino Médio?,StandardAgent,Hybrid,0.13333333333333333,0.5,0.2479350233559869
q19,Como a BNCC discute a ética e a cidadania digital para jovens do Ensino Médio?,FusionAgent,Hybrid,0.2,1.0,0.4814820743073296
q20,Explique a diferença fundamental entre as definições de 'Competência' e 'Habilidade' na base.,StandardAgent,DenseRetriever,0.3333333333333333,1.0,0.7089194055617978
q20,Explique a diferença fundamental entre as definições de 'Competência' e 'Habilidade' na base.,FusionAgent,DenseRetriever,0.13333333333333333,0.3333333333333333,0.32961677663426076
q20,Explique a diferença fundamental entre as definições de 'Competência' e 'Habilidade' na base.,StandardAgent,BM25Retriever,0.13333333333333333,0.25,0.10128377260894912
q20,Explique a diferença fundamental entre as definições de 'Competência' e 'Habilidade' na base.,FusionAgent,BM25Retriever,0.2,1.0,0.26400104236632577
q20,Explique a diferença fundamental entre as definições de 'Competência' e 'Habilidade' na base.,StandardAgent,Hybrid,0.13333333333333333,0.5,0.28785434950844296
q20,Explique a diferença fundamental entre as definições de 'Competência' e 'Habilidade' na base.,FusionAgent,Hybrid,0.06666666666666667,0.5,0.07816593312080208
q21,Quais habilidades da BNCC tratam de juros simples e juros compostos? Liste os códigos e o trecho correspondente.,StandardAgent,DenseRetriever,0.26666666666666666,0.5,0.3746736799544293
q21,Quais habilidades da BNCC tratam de juros simples e juros compostos? Liste os códigos e o trecho correspondente.,FusionAgent,DenseRetriever,0.26666666666666666,0.5,0.18482934042535476
q21,Quais habilidades da BNCC tratam de juros simples e juros compostos? Liste os códigos e o trecho correspondente.,StandardAgent,BM25Retriever,0.3333333333333333,1.0,0.8819167480923822
q21,Quais habilidades da BNCC tratam de juros simples e juros compostos? Liste os códigos e o trecho correspondente.,FusionAgent,BM25Retriever,0.3333333333333333,1.0,0.8819167480923822
q21,Quais habilidades da BNCC tratam de juros simples e juros compostos? Liste os códigos e o trecho correspondente.,StandardAgent,Hybrid,0.26666666666666666,1.0,0.6515899919959891
q21,Quais habilidades da BNCC tratam de juros simples e juros compostos? Liste os códigos e o trecho correspondente.,FusionAgent,Hybrid,0.26666666666666666,1.0,0.627642824988733
q22,"Encontre habilidades relacionadas a funções exponenciais e logarítmicas no Ensino Médio e diferencie por contexto (Matemática Financeira, pH, radioatividade, etc.).",StandardAgent,DenseRetriever,0.3333333333333333,1.0,1.0
q22,"Encontre habilidades relacionadas a funções exponenciais e logarítmicas no Ensino Médio e diferencie por contexto (Matemática Financeira, pH, radioatividade, etc.).",FusionAgent,DenseRetriever,0.3333333333333333,1.0,1.0
q22,"Encontre habilidades relacionadas a funções exponenciais e logarítmicas no Ensino Médio e diferencie por contexto (Matemática Financeira, pH, radioatividade, etc.).",StandardAgent,BM25Retriever,0.3333333333333333,1.0,0.9496583536340616
q22,"Encontre habilidades relacionadas a funções exponenciais e logarítmicas no Ensino Médio e diferencie por contexto (Matemática Financeira, pH, radioatividade, etc.).",FusionAgent,BM25Retriever,0.3333333333333333,1.0,0.9496583536340616
q22,"Encontre habilidades relacionadas a funções exponenciais e logarítmicas no Ensino Médio e diferencie por contexto (Matemática Financeira, pH, radioatividade, etc.).",StandardAgent,Hybrid,0.3333333333333333,1.0,0.9496583536340616
q22,"Encontre habilidades relacionadas a funções exponenciais e logarítmicas no Ensino Médio e diferencie por contexto (Matemática Financeira, pH, radioatividade, etc.).",FusionAgent,Hybrid,0.3333333333333333,1.0,0.9496583536340616
